file,P0,P1,TN,FP,FN,TP,Recall,Neg_pred,Kappa,
blood_trans,1,12,111,29,60,24,0.45,0.79,0.08,
blood_trans,1,14,106,27,65,26,0.49,0.8,0.09,
blood_trans,1,16,107,25,64,28,0.53,0.81,0.12,
blood_trans,1,18,99,21,72,32,0.6,0.82,0.14,
blood_trans,1,20,96,20,75,33,0.62,0.83,0.14,
blood_trans,0.5,2,141,37,30,16,0.3,0.79,0.13,
blood_trans,0.5,4,125,32,46,21,0.4,0.8,0.12,
blood_trans,0.5,6,116,29,55,24,0.45,0.8,0.11,
blood_trans,0.5,8,108,28,63,25,0.47,0.79,0.08,
blood_trans,0.5,10,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,12,91,21,80,32,0.6,0.81,0.1,
blood_trans,0.5,14,90,21,81,32,0.6,0.81,0.09,
blood_trans,0.5,16,89,19,82,34,0.64,0.82,0.11,
blood_trans,0.5,18,87,18,84,35,0.66,0.83,0.12,
blood_trans,0.5,20,83,18,88,35,0.66,0.82,0.1,
blood_trans,1,2,155,41,16,12,0.23,0.79,0.16,
blood_trans,1,4,142,40,29,13,0.25,0.78,0.08,
blood_trans,1,6,134,35,37,18,0.34,0.79,0.12,
blood_trans,1,8,125,32,46,21,0.4,0.8,0.12,
blood_trans,1,10,116,29,55,24,0.45,0.8,0.11,
blood_trans,1,12,116,29,55,24,0.45,0.8,0.11,
blood_trans,1,14,114,29,57,24,0.45,0.8,0.1,
blood_trans,1,16,108,28,63,25,0.47,0.79,0.08,
blood_trans,1,18,102,22,69,31,0.58,0.82,0.14,
blood_trans,1,20,98,22,73,31,0.58,0.82,0.12,
blood_trans,0.5,2,148,34,23,19,0.36,0.81,0.24,
blood_trans,0.5,4,126,29,45,24,0.45,0.81,0.17,
blood_trans,0.5,6,119,29,52,24,0.45,0.8,0.13,
blood_trans,0.5,8,107,28,64,25,0.47,0.79,0.08,
blood_trans,0.5,10,99,22,72,31,0.58,0.82,0.12,
blood_trans,0.5,12,87,20,84,33,0.62,0.81,0.09,
blood_trans,0.5,14,89,21,82,32,0.6,0.81,0.09,
blood_trans,0.5,16,88,21,83,32,0.6,0.81,0.08,
blood_trans,0.5,18,82,18,89,35,0.66,0.82,0.1,
blood_trans,0.5,20,76,18,95,35,0.66,0.81,0.07,
blood_trans,1,2,154,41,17,12,0.23,0.79,0.15,
blood_trans,1,4,148,33,23,20,0.38,0.82,0.26,
blood_trans,1,6,134,32,37,21,0.4,0.81,0.17,
blood_trans,1,8,124,33,47,20,0.38,0.79,0.09,
blood_trans,1,10,121,29,50,24,0.45,0.81,0.14,
blood_trans,1,12,119,29,52,24,0.45,0.8,0.13,
blood_trans,1,14,112,29,59,24,0.45,0.79,0.09,
blood_trans,1,16,107,28,64,25,0.47,0.79,0.08,
blood_trans,1,18,102,24,69,29,0.55,0.81,0.11,
blood_trans,1,20,98,22,73,31,0.58,0.82,0.12,
breast,0.5,2,14,15,0,2,0.12,0.48,0.11,
breast,0.5,4,14,10,0,7,0.41,0.58,0.39,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,17,0,0,0,0.45,0,
breast,1,4,14,14,0,3,0.18,0.5,0.16,
breast,1,6,14,14,0,3,0.18,0.5,0.16,
breast,1,8,14,14,0,3,0.18,0.5,0.16,
breast,1,10,12,5,2,12,0.71,0.71,0.55,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,14,17,0,0,0,0.45,0,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,17,0,0,0,0.45,0,
breast,1,4,13,14,1,3,0.18,0.48,0.1,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,14,14,0,3,0.18,0.5,0.16,
breast,1,10,11,11,3,6,0.35,0.5,0.13,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,14,16,0,1,0.06,0.47,0.05,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,17,0,0,0,0.45,0,
breast,1,4,13,9,1,8,0.47,0.59,0.38,
breast,1,6,13,13,1,4,0.24,0.5,0.15,
breast,1,8,13,14,1,3,0.18,0.48,0.1,
breast,1,10,11,11,3,6,0.35,0.5,0.13,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,14,16,0,1,0.06,0.47,0.05,
breast,0.5,4,13,12,1,5,0.29,0.52,0.21,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,17,0,0,0,0.45,0,
breast,1,4,13,11,1,6,0.35,0.54,0.26,
breast,1,6,13,10,1,7,0.41,0.57,0.32,
breast,1,8,13,14,1,3,0.18,0.48,0.1,
breast,1,10,11,12,3,5,0.29,0.48,0.08,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,14,14,0,3,0.18,0.5,0.16,
breast,0.5,4,14,14,0,3,0.18,0.5,0.16,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,17,0,0,0,0.45,0,
breast,1,4,14,15,0,2,0.12,0.48,0.11,
breast,1,6,14,15,0,2,0.12,0.48,0.11,
breast,1,8,13,12,1,5,0.29,0.52,0.21,
breast,1,10,12,4,2,13,0.76,0.75,0.61,
breast,1,12,12,2,2,15,0.88,0.86,0.74,
breast,1,14,12,2,2,15,0.88,0.86,0.74,
breast,1,16,12,2,2,15,0.88,0.86,0.74,
breast,1,18,12,2,2,15,0.88,0.86,0.74,
breast,1,20,12,2,2,15,0.88,0.86,0.74,
breast,0.5,2,13,14,1,3,0.18,0.48,0.1,
breast,0.5,4,14,14,0,3,0.18,0.5,0.16,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,17,0,0,0,0.45,0,
breast,1,4,13,13,1,4,0.24,0.5,0.15,
breast,1,6,14,14,0,3,0.18,0.5,0.16,
breast,1,8,14,15,0,2,0.12,0.48,0.11,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,13,9,1,8,0.47,0.59,0.38,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,16,0,1,0.06,0.47,0.05,
breast,1,4,13,6,1,11,0.65,0.68,0.56,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,13,14,1,3,0.18,0.48,0.1,
breast,1,10,11,9,3,8,0.47,0.55,0.25,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,13,11,1,6,0.35,0.54,0.26,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,16,0,1,0.06,0.47,0.05,
breast,1,4,12,0,2,17,1,1,0.87,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,13,14,1,3,0.18,0.48,0.1,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,14,15,0,2,0.12,0.48,0.11,
breast,0.5,4,13,13,1,4,0.24,0.5,0.15,
breast,0.5,6,12,0,2,17,1,1,0.87,
breast,0.5,8,12,0,2,17,1,1,0.87,
breast,0.5,10,12,0,2,17,1,1,0.87,
breast,0.5,12,12,0,2,17,1,1,0.87,
breast,0.5,14,12,0,2,17,1,1,0.87,
breast,0.5,16,12,0,2,17,1,1,0.87,
breast,0.5,18,12,0,2,17,1,1,0.87,
breast,0.5,20,12,0,2,17,1,1,0.87,
breast,1,2,14,17,0,0,0,0.45,0,
breast,1,4,14,15,0,2,0.12,0.48,0.11,
breast,1,6,14,15,0,2,0.12,0.48,0.11,
breast,1,8,13,12,1,5,0.29,0.52,0.21,
breast,1,10,12,4,2,13,0.76,0.75,0.61,
breast,1,12,12,3,2,14,0.82,0.8,0.68,
breast,1,14,12,3,2,14,0.82,0.8,0.68,
breast,1,16,12,3,2,14,0.82,0.8,0.68,
breast,1,18,12,3,2,14,0.82,0.8,0.68,
breast,1,20,12,3,2,14,0.82,0.8,0.68,
breast,0.5,2,13,13,1,4,0.24,0.5,0.15,
breast,0.5,4,14,15,0,2,0.12,0.48,0.11,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,16,0,1,0.06,0.47,0.05,
breast,1,4,13,14,1,3,0.18,0.48,0.1,
breast,1,6,14,14,0,3,0.18,0.5,0.16,
breast,1,8,13,14,1,3,0.18,0.48,0.1,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,13,6,1,11,0.65,0.68,0.56,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,13,16,1,1,0.06,0.45,-0.01,
breast,1,4,13,14,1,3,0.18,0.48,0.1,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,12,14,2,3,0.18,0.46,0.03,
breast,1,10,11,9,3,8,0.47,0.55,0.25,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,12,6,2,11,0.65,0.67,0.49,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,13,16,1,1,0.06,0.45,-0.01,
breast,1,4,13,14,1,3,0.18,0.48,0.1,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,12,14,2,3,0.18,0.46,0.03,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,14,15,0,2,0.12,0.48,0.11,
breast,0.5,4,13,12,1,5,0.29,0.52,0.21,
breast,0.5,6,12,2,2,15,0.88,0.86,0.74,
breast,0.5,8,12,2,2,15,0.88,0.86,0.74,
breast,0.5,10,12,2,2,15,0.88,0.86,0.74,
breast,0.5,12,12,2,2,15,0.88,0.86,0.74,
breast,0.5,14,12,2,2,15,0.88,0.86,0.74,
breast,0.5,16,12,2,2,15,0.88,0.86,0.74,
breast,0.5,18,12,2,2,15,0.88,0.86,0.74,
breast,0.5,20,12,2,2,15,0.88,0.86,0.74,
breast,1,2,14,16,0,1,0.06,0.47,0.05,
breast,1,4,14,15,0,2,0.12,0.48,0.11,
breast,1,6,14,15,0,2,0.12,0.48,0.11,
breast,1,8,13,10,1,7,0.41,0.57,0.32,
breast,1,10,12,4,2,13,0.76,0.75,0.61,
breast,1,12,12,4,2,13,0.76,0.75,0.61,
breast,1,14,12,4,2,13,0.76,0.75,0.61,
breast,1,16,12,4,2,13,0.76,0.75,0.61,
breast,1,18,12,4,2,13,0.76,0.75,0.61,
breast,1,20,12,4,2,13,0.76,0.75,0.61,
breast,0.5,2,13,13,1,4,0.24,0.5,0.15,
breast,0.5,4,14,15,0,2,0.12,0.48,0.11,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,16,0,1,0.06,0.47,0.05,
breast,1,4,14,14,0,3,0.18,0.5,0.16,
breast,1,6,14,14,0,3,0.18,0.5,0.16,
breast,1,8,13,14,1,3,0.18,0.48,0.1,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,13,6,1,11,0.65,0.68,0.56,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,13,16,1,1,0.06,0.45,-0.01,
breast,1,4,13,14,1,3,0.18,0.48,0.1,
breast,1,6,14,14,0,3,0.18,0.5,0.16,
breast,1,8,12,14,2,3,0.18,0.46,0.03,
breast,1,10,11,9,3,8,0.47,0.55,0.25,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,12,0,2,17,1,1,0.87,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,13,16,1,1,0.06,0.45,-0.01,
breast,1,4,13,14,1,3,0.18,0.48,0.1,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,12,14,2,3,0.18,0.46,0.03,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,14,15,0,2,0.12,0.48,0.11,
breast,0.5,4,13,12,1,5,0.29,0.52,0.21,
breast,0.5,6,12,3,2,14,0.82,0.8,0.68,
breast,0.5,8,12,3,2,14,0.82,0.8,0.68,
breast,0.5,10,12,3,2,14,0.82,0.8,0.68,
breast,0.5,12,12,3,2,14,0.82,0.8,0.68,
breast,0.5,14,12,3,2,14,0.82,0.8,0.68,
breast,0.5,16,12,3,2,14,0.82,0.8,0.68,
breast,0.5,18,12,3,2,14,0.82,0.8,0.68,
breast,0.5,20,12,3,2,14,0.82,0.8,0.68,
breast,1,2,14,16,0,1,0.06,0.47,0.05,
breast,1,4,14,15,0,2,0.12,0.48,0.11,
breast,1,6,14,15,0,2,0.12,0.48,0.11,
breast,1,8,13,10,1,7,0.41,0.57,0.32,
breast,1,10,12,4,2,13,0.76,0.75,0.61,
breast,1,12,12,4,2,13,0.76,0.75,0.61,
breast,1,14,12,4,2,13,0.76,0.75,0.61,
breast,1,16,12,4,2,13,0.76,0.75,0.61,
breast,1,18,12,4,2,13,0.76,0.75,0.61,
breast,1,20,12,4,2,13,0.76,0.75,0.61,
breast,0.5,2,13,14,1,3,0.18,0.48,0.1,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,14,16,0,1,0.06,0.47,0.05,
breast,1,4,14,15,0,2,0.12,0.48,0.11,
breast,1,6,14,14,0,3,0.18,0.5,0.16,
breast,1,8,13,14,1,3,0.18,0.48,0.1,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,13,6,1,11,0.65,0.68,0.56,
breast,0.5,4,12,14,2,3,0.18,0.46,0.03,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,13,16,1,1,0.06,0.45,-0.01,
breast,1,4,13,15,1,2,0.12,0.46,0.04,
breast,1,6,14,14,0,3,0.18,0.5,0.16,
breast,1,8,12,14,2,3,0.18,0.46,0.03,
breast,1,10,11,9,3,8,0.47,0.55,0.25,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,13,14,1,3,0.18,0.48,0.1,
breast,0.5,4,12,14,2,3,0.18,0.46,0.03,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,13,16,1,1,0.06,0.45,-0.01,
breast,1,4,13,14,1,3,0.18,0.48,0.1,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,12,14,2,3,0.18,0.46,0.03,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,14,15,0,2,0.12,0.48,0.11,
breast,0.5,4,13,12,1,5,0.29,0.52,0.21,
breast,0.5,6,12,3,2,14,0.82,0.8,0.68,
breast,0.5,8,12,3,2,14,0.82,0.8,0.68,
breast,0.5,10,12,3,2,14,0.82,0.8,0.68,
breast,0.5,12,12,3,2,14,0.82,0.8,0.68,
breast,0.5,14,12,3,2,14,0.82,0.8,0.68,
breast,0.5,16,12,3,2,14,0.82,0.8,0.68,
breast,0.5,18,12,3,2,14,0.82,0.8,0.68,
breast,0.5,20,12,3,2,14,0.82,0.8,0.68,
breast,1,2,14,15,0,2,0.12,0.48,0.11,
breast,1,4,14,15,0,2,0.12,0.48,0.11,
breast,1,6,14,15,0,2,0.12,0.48,0.11,
breast,1,8,13,10,1,7,0.41,0.57,0.32,
breast,1,10,12,4,2,13,0.76,0.75,0.61,
breast,1,12,12,4,2,13,0.76,0.75,0.61,
breast,1,14,12,4,2,13,0.76,0.75,0.61,
breast,1,16,12,4,2,13,0.76,0.75,0.61,
breast,1,18,12,4,2,13,0.76,0.75,0.61,
breast,1,20,12,4,2,13,0.76,0.75,0.61,
breast,0.5,2,13,14,1,3,0.18,0.48,0.1,
breast,0.5,4,13,14,1,3,0.18,0.48,0.1,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,13,16,1,1,0.06,0.45,-0.01,
breast,1,4,14,15,0,2,0.12,0.48,0.11,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,13,14,1,3,0.18,0.48,0.1,
breast,1,10,11,10,3,7,0.41,0.52,0.19,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,13,14,1,3,0.18,0.48,0.1,
breast,0.5,4,12,14,2,3,0.18,0.46,0.03,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
breast,0.5,18,11,0,3,17,1,1,0.8,
breast,0.5,20,11,0,3,17,1,1,0.8,
breast,1,2,13,16,1,1,0.06,0.45,-0.01,
breast,1,4,13,15,1,2,0.12,0.46,0.04,
breast,1,6,13,14,1,3,0.18,0.48,0.1,
breast,1,8,12,14,2,3,0.18,0.46,0.03,
breast,1,10,11,9,3,8,0.47,0.55,0.25,
breast,1,12,11,0,3,17,1,1,0.8,
breast,1,14,11,0,3,17,1,1,0.8,
breast,1,16,11,0,3,17,1,1,0.8,
breast,1,18,11,0,3,17,1,1,0.8,
breast,1,20,11,0,3,17,1,1,0.8,
breast,0.5,2,13,14,1,3,0.18,0.48,0.1,
breast,0.5,4,12,14,2,3,0.18,0.46,0.03,
breast,0.5,6,11,0,3,17,1,1,0.8,
breast,0.5,8,11,0,3,17,1,1,0.8,
breast,0.5,10,11,0,3,17,1,1,0.8,
breast,0.5,12,11,0,3,17,1,1,0.8,
breast,0.5,14,11,0,3,17,1,1,0.8,
breast,0.5,16,11,0,3,17,1,1,0.8,
